Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
Test Cases/Flag reviews,Firefox 69.0,,,2019-10-18 21:09:18,2019-10-18 21:12:15,2m - 56.356s,FAILED
Start listener action : beforeTestcase,Firefox 69.0,,,2019-10-18 21:09:19,2019-10-18 21:09:19,0.000s,PASSED
"openBrowser("""")",Firefox 69.0,,,2019-10-18 21:09:19,2019-10-18 21:09:26,6.515s,PASSED
"navigateToUrl(""https://qa.thework.life/"")",Firefox 69.0,,,2019-10-18 21:09:26,2019-10-18 21:11:30,2m - 4.118s,PASSED
"setText(findTestObject(""Object Repository/flag review/Page_theworklife - Find Great People To Work With/input_Forgot password_username""), ""vijayvstest01@gmail.com"")",Firefox 69.0,,,2019-10-18 21:11:30,2019-10-18 21:11:31,0.779s,PASSED
"setEncryptedText(findTestObject(""Object Repository/flag review/Page_theworklife - Find Great People To Work With/input_Forgot password_password""), ""cvW8qx4B2o3F4VwP/kNsqA=="")",Firefox 69.0,,,2019-10-18 21:11:31,2019-10-18 21:11:31,0.170s,PASSED
"click(findTestObject(""Object Repository/Rate/Page_theworklife - Find Great People To Work With/button_Sign in""))",Firefox 69.0,,,2019-10-18 21:11:31,2019-10-18 21:11:38,6.821s,PASSED
"waitForElementClickable(findTestObject(""flag review/Page_View Profile/span_Report""), 3)",Firefox 69.0,,,2019-10-18 21:11:38,2019-10-18 21:11:41,3.383s,PASSED
"click(findTestObject(""Object Repository/flag review/Page_View Profile/span_Report""))",Firefox 69.0,,,2019-10-18 21:11:41,2019-10-18 21:12:13,31.917s,FAILED
Start listener action : afterTestcase,Firefox 69.0,,,2019-10-18 21:12:13,2019-10-18 21:12:15,1.723s,PASSED
,,,,,,,
Test Cases/Search users,Firefox 69.0,,,2019-10-18 21:12:15,2019-10-18 21:13:01,45.656s,PASSED
Start listener action : beforeTestcase,Firefox 69.0,,,2019-10-18 21:12:15,2019-10-18 21:12:15,0.000s,PASSED
"openBrowser("""")",Firefox 69.0,,,2019-10-18 21:12:16,2019-10-18 21:12:22,6.758s,PASSED
"navigateToUrl(""https://qa.thework.life/"")",Firefox 69.0,,,2019-10-18 21:12:22,2019-10-18 21:12:32,9.739s,PASSED
"setText(findTestObject(""Object Repository/Search user/Page_theworklife - Find Great People To Work With/input_Forgot password_username""), ""worklifetest10001@gmail.com"")",Firefox 69.0,,,2019-10-18 21:12:32,2019-10-18 21:12:32,0.290s,PASSED
"setEncryptedText(findTestObject(""Object Repository/Search user/Page_theworklife - Find Great People To Work With/input_Forgot password_password""), ""XU9cBalmEBp1UP+jEU2w4UUBUuNgBY4U"")",Firefox 69.0,,,2019-10-18 21:12:32,2019-10-18 21:12:33,0.324s,PASSED
"click(findTestObject(""Object Repository/Search user/Page_theworklife - Find Great People To Work With/button_Sign in""))",Firefox 69.0,,,2019-10-18 21:12:33,2019-10-18 21:12:50,17.006s,PASSED
"waitForElementClickable(findTestObject(""Object Repository/Rate/Page_Home/input_View all_searchText""), 2)",Firefox 69.0,,,2019-10-18 21:12:50,2019-10-18 21:12:50,0.205s,PASSED
"setText(findTestObject(""Object Repository/Rate/Page_Home/input_View all_searchText""), ""vijay"")",Firefox 69.0,,,2019-10-18 21:12:50,2019-10-18 21:12:50,0.255s,PASSED
"click(findTestObject(""Search user/Search user button""))",Firefox 69.0,,,2019-10-18 21:12:50,2019-10-18 21:12:58,7.807s,PASSED
"click(findTestObject(""Object Repository/Rate/Page_Search/div_Vijay Test""))",Firefox 69.0,,,2019-10-18 21:12:58,2019-10-18 21:12:58,0.499s,PASSED
closeBrowser(),Firefox 69.0,,,2019-10-18 21:12:58,2019-10-18 21:13:01,2.023s,PASSED
Start listener action : afterTestcase,Firefox 69.0,,,2019-10-18 21:13:01,2019-10-18 21:13:01,0.004s,PASSED
,,,,,,,
Test Cases/Thumbing - Upvote and downvote,Firefox 69.0,,,2019-10-18 21:13:01,2019-10-18 21:14:22,1m - 21.332s,FAILED
Start listener action : beforeTestcase,Firefox 69.0,,,2019-10-18 21:13:01,2019-10-18 21:13:01,0.001s,PASSED
"openBrowser("""")",Firefox 69.0,,,2019-10-18 21:13:01,2019-10-18 21:13:07,5.198s,PASSED
"navigateToUrl(""https://qa.thework.life/"")",Firefox 69.0,,,2019-10-18 21:13:07,2019-10-18 21:13:19,12.782s,PASSED
"setText(findTestObject(""Object Repository/Thumbing-Upvote and Downvote/Page_theworklife - Find Great People To Work With/input_Please enter username or email_username""), ""vijayvstest01@gmail.com"")",Firefox 69.0,,,2019-10-18 21:13:19,2019-10-18 21:13:20,0.327s,PASSED
"setEncryptedText(findTestObject(""Object Repository/Thumbing-Upvote and Downvote/Page_theworklife - Find Great People To Work With/input_Forgot password_password""), ""cvW8qx4B2o3F4VwP/kNsqA=="")",Firefox 69.0,,,2019-10-18 21:13:20,2019-10-18 21:13:20,0.293s,PASSED
"click(findTestObject(""Object Repository/Thumbing-Upvote and Downvote/Page_theworklife - Find Great People To Work With/button_Sign in""))",Firefox 69.0,,,2019-10-18 21:13:20,2019-10-18 21:13:30,10.402s,PASSED
"setText(findTestObject(""Object Repository/Thumbing-Upvote and Downvote/Page_Home/input_View all_searchText""), ""suraj"")",Firefox 69.0,,,2019-10-18 21:13:30,2019-10-18 21:13:31,0.300s,PASSED
"click(findTestObject(""Search user/Search user button""))",Firefox 69.0,,,2019-10-18 21:13:31,2019-10-18 21:13:38,7.180s,PASSED
"waitForElementClickable(findTestObject(""Thumbing-Upvote and Downvote/Page_Home/span_Suraj1569758600295makhija""), 3)",Firefox 69.0,,,2019-10-18 21:13:38,2019-10-18 21:13:41,3.298s,PASSED
delay(8),Firefox 69.0,,,2019-10-18 21:13:41,2019-10-18 21:13:49,8.003s,PASSED
"click(findTestObject(""Object Repository/Thumbing-Upvote and Downvote/Page_Home/span_Suraj1569758600295makhija""))",Firefox 69.0,,,2019-10-18 21:13:49,2019-10-18 21:14:21,31.420s,FAILED
Start listener action : afterTestcase,Firefox 69.0,,,2019-10-18 21:14:21,2019-10-18 21:14:22,1.336s,PASSED
,,,,,,,
Test Cases/Post something,Firefox 69.0,,,2019-10-18 21:14:22,2019-10-18 21:15:08,46.042s,PASSED
Start listener action : beforeTestcase,Firefox 69.0,,,2019-10-18 21:14:22,2019-10-18 21:14:22,0.001s,PASSED
"openBrowser("""")",Firefox 69.0,,,2019-10-18 21:14:23,2019-10-18 21:14:28,5.169s,PASSED
"navigateToUrl(""https://qa.thework.life/"")",Firefox 69.0,,,2019-10-18 21:14:28,2019-10-18 21:14:43,15.027s,PASSED
"setText(findTestObject(""Object Repository/Post case/Page_theworklife - Find Great People To Work With/input_Forgot password_username""), ""surajkumarsrivastava1991"")",Firefox 69.0,,,2019-10-18 21:14:43,2019-10-18 21:14:43,0.340s,PASSED
"setEncryptedText(findTestObject(""Object Repository/Post case/Page_theworklife - Find Great People To Work With/input_Forgot password_password""), ""nzEsFCGA/BtMPXLkTTMM4w=="")",Firefox 69.0,,,2019-10-18 21:14:43,2019-10-18 21:14:43,0.261s,PASSED
"click(findTestObject(""Object Repository/Post case/Page_theworklife - Find Great People To Work With/button_Sign in""))",Firefox 69.0,,,2019-10-18 21:14:43,2019-10-18 21:15:05,21.883s,PASSED
"setText(findTestObject(""Object Repository/Post case/Page_Home/textarea_suraj kumar_txtUserPost""), ""Hello my name is uraj"")",Firefox 69.0,,,2019-10-18 21:15:05,2019-10-18 21:15:06,0.275s,PASSED
"click(findTestObject(""Object Repository/Post case/Page_Home/button_post""))",Firefox 69.0,,,2019-10-18 21:15:06,2019-10-18 21:15:06,0.452s,PASSED
"verifyElementVisible(findTestObject(""Post case/Page_Home/p_Hello my name is uraj""), STOP_ON_FAILURE)",Firefox 69.0,,,2019-10-18 21:15:06,2019-10-18 21:15:06,0.254s,PASSED
closeBrowser(),Firefox 69.0,,,2019-10-18 21:15:06,2019-10-18 21:15:08,1.609s,PASSED
Start listener action : afterTestcase,Firefox 69.0,,,2019-10-18 21:15:08,2019-10-18 21:15:08,0.007s,PASSED
,,,,,,,
Test Cases/Moderation of review,Firefox 69.0,,,2019-10-18 21:15:08,2019-10-18 21:15:46,38.149s,PASSED
Start listener action : beforeTestcase,Firefox 69.0,,,2019-10-18 21:15:08,2019-10-18 21:15:08,0.000s,PASSED
"openBrowser("""")",Firefox 69.0,,,2019-10-18 21:15:09,2019-10-18 21:15:14,5.191s,PASSED
"navigateToUrl(""https://qa.thework.life/"")",Firefox 69.0,,,2019-10-18 21:15:14,2019-10-18 21:15:24,10.431s,PASSED
"setText(findTestObject(""Object Repository/moderate1/Page_theworklife - Find Great People To Work With/input_Forgot password_username""), ""twl.moderator2@thework.life"")",Firefox 69.0,,,2019-10-18 21:15:24,2019-10-18 21:15:25,0.324s,PASSED
"setEncryptedText(findTestObject(""Object Repository/moderate1/Page_theworklife - Find Great People To Work With/input_Forgot password_password""), ""8PaKxJY1Q9KyHtQHchZ+/brhRmpikEMj"")",Firefox 69.0,,,2019-10-18 21:15:25,2019-10-18 21:15:25,0.333s,PASSED
"click(findTestObject(""Object Repository/moderate1/Page_theworklife - Find Great People To Work With/button_Sign in""))",Firefox 69.0,,,2019-10-18 21:15:25,2019-10-18 21:15:38,12.978s,PASSED
"click(findTestObject(""Object Repository/moderate1/Page_Home/a_pending actions""))",Firefox 69.0,,,2019-10-18 21:15:38,2019-10-18 21:15:42,4.290s,PASSED
"click(findTestObject(""Object Repository/moderate1/Page_Pending Actions/button_Moderate""))",Firefox 69.0,,,2019-10-18 21:15:42,2019-10-18 21:15:43,0.471s,PASSED
"click(findTestObject(""Object Repository/moderate1/Page_Pending Actions/button_Keep It""))",Firefox 69.0,,,2019-10-18 21:15:43,2019-10-18 21:15:43,0.420s,PASSED
"setText(findTestObject(""Object Repository/moderate1/Page_Pending Actions/textarea_i donr fblkfllskhgkhsgkhgksg_txtRemark""), ""kgfjajkfsgjkflcbjksgfjsbvklbsjgjsbjbsjkgbvsjkbvjksbvjkbkjbvjksbvjkbsjkbvjskbvksbvksbvkbj"")",Firefox 69.0,,,2019-10-18 21:15:43,2019-10-18 21:15:43,0.389s,PASSED
"click(findTestObject(""Object Repository/moderate1/Page_Pending Actions/button_Keep It""))",Firefox 69.0,,,2019-10-18 21:15:43,2019-10-18 21:15:44,0.411s,PASSED
closeBrowser(),Firefox 69.0,,,2019-10-18 21:15:44,2019-10-18 21:15:46,2.209s,PASSED
Start listener action : afterTestcase,Firefox 69.0,,,2019-10-18 21:15:46,2019-10-18 21:15:46,0.004s,PASSED
,,,,,,,
Test Cases/Rate users,Firefox 69.0,,,2019-10-18 21:15:46,2019-10-18 21:16:43,57.169s,FAILED
Start listener action : beforeTestcase,Firefox 69.0,,,2019-10-18 21:15:46,2019-10-18 21:15:46,0.000s,PASSED
"openBrowser("""")",Firefox 69.0,,,2019-10-18 21:15:47,2019-10-18 21:15:52,5.089s,PASSED
"navigateToUrl(""https://qa.thework.life/"")",Firefox 69.0,,,2019-10-18 21:15:52,2019-10-18 21:16:03,10.956s,PASSED
"setText(findTestObject(""Object Repository/Rate/Page_theworklife - Find Great People To Work With/input_Forgot password_username""), ""worklifetest10001@gmail.com"")",Firefox 69.0,,,2019-10-18 21:16:03,2019-10-18 21:16:03,0.310s,PASSED
"setEncryptedText(findTestObject(""Object Repository/Rate/Page_theworklife - Find Great People To Work With/input_Forgot password_password""), ""x8UobeF0bbxd7GrPsdhkIlsTrhBxwBw1"")",Firefox 69.0,,,2019-10-18 21:16:03,2019-10-18 21:16:03,0.315s,PASSED
"click(findTestObject(""Object Repository/Rate/Page_theworklife - Find Great People To Work With/button_Sign in""))",Firefox 69.0,,,2019-10-18 21:16:03,2019-10-18 21:16:07,3.279s,PASSED
"setEncryptedText(findTestObject(""Object Repository/Rate/Page_theworklife - Find Great People To Work With/input_Password does not match_password""), ""XU9cBalmEBp1UP+jEU2w4UUBUuNgBY4U"")",Firefox 69.0,,,2019-10-18 21:16:07,2019-10-18 21:16:07,0.212s,PASSED
"click(findTestObject(""Object Repository/Rate/Page_theworklife - Find Great People To Work With/button_Sign in""))",Firefox 69.0,,,2019-10-18 21:16:07,2019-10-18 21:16:19,12.085s,PASSED
"setText(findTestObject(""Object Repository/Rate/Page_Home/input_View all_searchText""), ""vijay"")",Firefox 69.0,,,2019-10-18 21:16:19,2019-10-18 21:16:19,0.320s,PASSED
"click(findTestObject(""Search user/Search user button""))",Firefox 69.0,,,2019-10-18 21:16:19,2019-10-18 21:16:31,11.832s,PASSED
"click(findTestObject(""Object Repository/Rate/Page_Search/div_Vijay Test""))",Firefox 69.0,,,2019-10-18 21:16:31,2019-10-18 21:16:32,0.459s,PASSED
"click(findTestObject(""Object Repository/Rate/Page_View Profile/button_Rate Now""))",Firefox 69.0,,,2019-10-18 21:16:32,2019-10-18 21:16:35,3.691s,PASSED
"waitForElementClickable(findTestObject(""Rate/Page_View Profile/span_Desire to work with again_star3""), 3)",Firefox 69.0,,,2019-10-18 21:16:35,2019-10-18 21:16:36,0.275s,PASSED
sleep(5000),Firefox 69.0,,,2019-10-18 21:16:36,2019-10-18 21:16:41,5.002s,PASSED
"click(findTestObject(""Object Repository/Rate/Page_View Profile/span_Desire to work with again_star3""))",Firefox 69.0,,,2019-10-18 21:16:41,2019-10-18 21:16:41,0.446s,FAILED
Start listener action : afterTestcase,Firefox 69.0,,,2019-10-18 21:16:41,2019-10-18 21:16:43,2.141s,PASSED
,,,,,,,
Test Cases/Login success,Firefox 69.0,,,2019-10-18 21:16:43,2019-10-18 21:17:51,1m - 8.061s,FAILED
Start listener action : beforeTestcase,Firefox 69.0,,,2019-10-18 21:16:43,2019-10-18 21:16:43,0.000s,PASSED
"openBrowser("""")",Firefox 69.0,,,2019-10-18 21:16:44,2019-10-18 21:16:49,5.154s,PASSED
"navigateToUrl(""https://qa.thework.life/"")",Firefox 69.0,,,2019-10-18 21:16:49,2019-10-18 21:16:59,9.799s,PASSED
"click(findTestObject(""Object Repository/Page_theworklife - Find Great People To Work With/a_Join Now""))",Firefox 69.0,,,2019-10-18 21:16:59,2019-10-18 21:16:59,0.388s,PASSED
"waitForElementPresent(findTestObject(""Page_theworklife - Find Great People To Work With/button_LinkedIn""), 5)",Firefox 69.0,,,2019-10-18 21:16:59,2019-10-18 21:16:59,0.155s,PASSED
"click(findTestObject(""Object Repository/Page_theworklife - Find Great People To Work With/button_LinkedIn""))",Firefox 69.0,,,2019-10-18 21:16:59,2019-10-18 21:17:04,4.184s,PASSED
"setText(findTestObject(""Object Repository/Page_LinkedIn Login Sign in  LinkedIn/input_Welcome Back_session_key""), ""testing@appliedaiconsulting.com"")",Firefox 69.0,,,2019-10-18 21:17:04,2019-10-18 21:17:04,0.508s,PASSED
"setEncryptedText(findTestObject(""Object Repository/Page_LinkedIn Login Sign in  LinkedIn/input_Welcome Back_session_password""), ""YpWQ2DI2eLzqZleLDbTOWw=="")",Firefox 69.0,,,2019-10-18 21:17:04,2019-10-18 21:17:05,0.438s,PASSED
"click(findTestObject(""Object Repository/Page_LinkedIn Login Sign in  LinkedIn/span_Show""))",Firefox 69.0,,,2019-10-18 21:17:05,2019-10-18 21:17:06,1.182s,PASSED
"click(findTestObject(""Object Repository/Page_LinkedIn Login Sign in  LinkedIn/button_Sign in""))",Firefox 69.0,,,2019-10-18 21:17:06,2019-10-18 21:17:12,6.041s,PASSED
"clearText(findTestObject(""Page_Sign Up/input_Username_username""))",Firefox 69.0,,,2019-10-18 21:17:12,2019-10-18 21:17:18,5.997s,PASSED
"setText(findTestObject(""Object Repository/Page_Sign Up/input_Username_username""), ""testingLink"" + System.currentTimeMillis())",Firefox 69.0,,,2019-10-18 21:17:18,2019-10-18 21:17:18,0.319s,PASSED
"setEncryptedText(findTestObject(""Object Repository/Page_Sign Up/input_Password_password""), ""YpWQ2DI2eLzqZleLDbTOWw=="")",Firefox 69.0,,,2019-10-18 21:17:18,2019-10-18 21:17:18,0.293s,PASSED
"click(findTestObject(""Object Repository/Page_Sign Up/i_Strong_cr-icon fa fa-check""))",Firefox 69.0,,,2019-10-18 21:17:18,2019-10-18 21:17:19,0.444s,PASSED
"click(findTestObject(""Object Repository/Page_Sign Up/button_Continue""))",Firefox 69.0,,,2019-10-18 21:17:19,2019-10-18 21:17:19,0.461s,PASSED
"click(findTestObject(""Object Repository/Page_LinkedIn Username/u_Click here""))",Firefox 69.0,,,2019-10-18 21:17:19,2019-10-18 21:17:32,12.619s,PASSED
"setText(findTestObject(""Object Repository/Page_LinkedIn Username/input_Click here_li_user_link""), ""https://www.linkedin.com/in/applied-ai-ab4367194/"")",Firefox 69.0,,,2019-10-18 21:17:32,2019-10-18 21:17:32,0.311s,PASSED
delay(3),Firefox 69.0,,,2019-10-18 21:17:32,2019-10-18 21:17:35,3.004s,PASSED
"click(findTestObject(""Object Repository/Page_LinkedIn Username/button_Submit""))",Firefox 69.0,,,2019-10-18 21:17:35,2019-10-18 21:17:36,0.512s,PASSED
"waitForElementPresent(findTestObject(""Page_LinkedIn Username/u_Click here_1""), 2)",Firefox 69.0,,,2019-10-18 21:17:36,2019-10-18 21:17:36,0.238s,PASSED
"scrollToElement(findTestObject(""Page_LinkedIn Username/u_Click here_1""), 2)",Firefox 69.0,,,2019-10-18 21:17:36,2019-10-18 21:17:36,0.238s,PASSED
sleep(7000),Firefox 69.0,,,2019-10-18 21:17:36,2019-10-18 21:17:43,7.002s,PASSED
"waitForElementNotPresent(findTestObject(""Experience/Page_Edit Profile/loader""), 5)",Firefox 69.0,,,2019-10-18 21:17:43,2019-10-18 21:17:49,5.663s,PASSED
"click(findTestObject(""Object Repository/Page_LinkedIn Username/u_Click here_1""))",Firefox 69.0,,,2019-10-18 21:17:49,2019-10-18 21:17:49,0.394s,FAILED
Start listener action : afterTestcase,Firefox 69.0,,,2019-10-18 21:17:49,2019-10-18 21:17:51,1.968s,PASSED
,,,,,,,
Test Cases/workLifeTest/ProfileDeletionLinkedInUser,Firefox 69.0,,,2019-10-18 21:17:51,2019-10-18 21:19:34,1m - 42.450s,FAILED
Start listener action : beforeTestcase,Firefox 69.0,,,2019-10-18 21:17:51,2019-10-18 21:17:51,0.000s,PASSED
openBrowser(AppUrl),Firefox 69.0,,,2019-10-18 21:17:52,2019-10-18 21:18:47,55.640s,PASSED
navigateToUrl(AppUrl),Firefox 69.0,,,2019-10-18 21:18:47,2019-10-18 21:18:53,5.231s,PASSED
"setText(findTestObject(""Object Repository/DeletionObject/Page_theworklife - Find Great People To Work With/input_Forgot password_username""), ""testing@appliedaiconsulting.com"")",Firefox 69.0,,,2019-10-18 21:18:53,2019-10-18 21:18:53,0.246s,PASSED
"setEncryptedText(findTestObject(""Object Repository/DeletionObject/Page_theworklife - Find Great People To Work With/input_Forgot password_password""), ""YpWQ2DI2eLzqZleLDbTOWw=="")",Firefox 69.0,,,2019-10-18 21:18:53,2019-10-18 21:18:53,0.262s,PASSED
"click(findTestObject(""Experience/Page_theworklife - Find Great People To Work With/button_Sign in""))",Firefox 69.0,,,2019-10-18 21:18:53,2019-10-18 21:19:00,7.267s,PASSED
"click(findTestObject(""Object Repository/DeletionObject/Page_Home/i_Settings_fa fa-gear""))",Firefox 69.0,,,2019-10-18 21:19:00,2019-10-18 21:19:32,31.306s,FAILED
Start listener action : afterTestcase,Firefox 69.0,,,2019-10-18 21:19:32,2019-10-18 21:19:34,2.038s,PASSED
,,,,,,,
Test Cases/Third party profile,Firefox 69.0,,,2019-10-18 21:19:34,2019-10-18 21:20:38,1m - 4.686s,PASSED
Start listener action : beforeTestcase,Firefox 69.0,,,2019-10-18 21:19:34,2019-10-18 21:19:34,0.000s,PASSED
"openBrowser("""")",Firefox 69.0,,,2019-10-18 21:19:35,2019-10-18 21:19:40,5.805s,PASSED
"navigateToUrl(""https://qa.thework.life/"")",Firefox 69.0,,,2019-10-18 21:19:40,2019-10-18 21:19:57,16.243s,PASSED
"setText(findTestObject(""Object Repository/Third party/Page_theworklife - Find Great People To Work With/input_Forgot password_username""), ""vijayvstest01@gmail.com"")",Firefox 69.0,,,2019-10-18 21:19:57,2019-10-18 21:19:57,0.249s,PASSED
"setEncryptedText(findTestObject(""Object Repository/Third party/Page_theworklife - Find Great People To Work With/input_Forgot password_password""), ""cvW8qx4B2o3F4VwP/kNsqA=="")",Firefox 69.0,,,2019-10-18 21:19:57,2019-10-18 21:19:57,0.378s,PASSED
"click(findTestObject(""Object Repository/Third party/Page_theworklife - Find Great People To Work With/button_Sign in""))",Firefox 69.0,,,2019-10-18 21:19:57,2019-10-18 21:20:14,16.998s,PASSED
"setText(findTestObject(""Object Repository/Third party/Page_Home/input_View all_searchText""), ""user"")",Firefox 69.0,,,2019-10-18 21:20:14,2019-10-18 21:20:15,0.311s,PASSED
"click(findTestObject(""Third party/Page_Search/Search user button""))",Firefox 69.0,,,2019-10-18 21:20:15,2019-10-18 21:20:24,8.873s,PASSED
"waitForElementVisible(findTestObject(""Third party/Page_Search/span_Create their profile anonymously""), 3)",Firefox 69.0,,,2019-10-18 21:20:24,2019-10-18 21:20:24,0.287s,PASSED
"click(findTestObject(""Object Repository/Third party/Page_Search/span_Create their profile anonymously""))",Firefox 69.0,,,2019-10-18 21:20:24,2019-10-18 21:20:24,0.461s,PASSED
"waitForElementVisible(findTestObject(""Third party/Page_Search/div_(Optional)_multiple_emails-container""), 3)",Firefox 69.0,,,2019-10-18 21:20:24,2019-10-18 21:20:25,0.887s,PASSED
"click(findTestObject(""Object Repository/Third party/Page_Search/div_(Optional)_multiple_emails-container""))",Firefox 69.0,,,2019-10-18 21:20:25,2019-10-18 21:20:26,0.441s,PASSED
"setText(findTestObject(""Object Repository/Third party/Page_Search/input_Linkedin_txtLiLink""), ""appliedai"" + System.currentTimeMillis())",Firefox 69.0,,,2019-10-18 21:20:26,2019-10-18 21:20:26,0.305s,PASSED
"click(findTestObject(""Object Repository/Third party/Page_Search/div_(Optional)_multiple_emails-container""))",Firefox 69.0,,,2019-10-18 21:20:26,2019-10-18 21:20:26,0.532s,PASSED
"setText(findTestObject(""Object Repository/Third party/Page_Search/input_(Optional)_multiple_emails-input text-left""), ""testing@appliedaiconsulting.com"")",Firefox 69.0,,,2019-10-18 21:20:26,2019-10-18 21:20:27,0.388s,PASSED
"setText(findTestObject(""Object Repository/Third party/Page_Search/input_Name_txtFirstName""), ""user"" + System.currentTimeMillis())",Firefox 69.0,,,2019-10-18 21:20:27,2019-10-18 21:20:27,0.244s,PASSED
"click(findTestObject(""Object Repository/Third party/Page_Search/button_Add""))",Firefox 69.0,,,2019-10-18 21:20:27,2019-10-18 21:20:28,0.502s,PASSED
"waitForElementClickable(findTestObject(""Third party/Page_Search/a_OK""), 3)",Firefox 69.0,,,2019-10-18 21:20:28,2019-10-18 21:20:28,0.300s,PASSED
sleep(4000),Firefox 69.0,,,2019-10-18 21:20:28,2019-10-18 21:20:32,4.002s,PASSED
"click(findTestObject(""Third party/Page_Search/a_OK""))",Firefox 69.0,,,2019-10-18 21:20:32,2019-10-18 21:20:36,4.195s,PASSED
closeBrowser(),Firefox 69.0,,,2019-10-18 21:20:36,2019-10-18 21:20:38,2.417s,PASSED
Start listener action : afterTestcase,Firefox 69.0,,,2019-10-18 21:20:38,2019-10-18 21:20:38,0.009s,PASSED
