Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
Video,Firefox 69.0,,,2019-12-04 01:28:51,2019-12-04 01:28:51,0.003s,PASSED
,,,,,,,
Test Cases/New regression cases/Delete Flag review,Firefox 69.0,,,2019-12-04 01:28:51,2019-12-04 01:28:53,2.735s,PASSED
Start listener action : beforeTestcase,Firefox 69.0,,,2019-12-04 01:28:51,2019-12-04 01:28:51,0.000s,PASSED
return null,Firefox 69.0,,,2019-12-04 01:28:51,2019-12-04 01:28:51,0.003s,PASSED
Start listener action : afterTestcase,Firefox 69.0,,,2019-12-04 01:28:51,2019-12-04 01:28:51,0.008s,PASSED
Video,Firefox 69.0,,,2019-12-04 01:28:53,2019-12-04 01:28:53,0.001s,PASSED
,,,,,,,
Test Cases/New regression cases/Email already exists -signup,Firefox 69.0,,,2019-12-04 01:28:53,2019-12-04 01:29:29,35.307s,FAILED
Start listener action : beforeTestcase,Firefox 69.0,,,2019-12-04 01:28:53,2019-12-04 01:28:53,0.000s,PASSED
"openBrowser("""")",Firefox 69.0,,,2019-12-04 01:28:54,2019-12-04 01:29:01,6.842s,PASSED
"navigateToUrl(""https://qa.thework.life/"")",Firefox 69.0,,,2019-12-04 01:29:01,2019-12-04 01:29:10,9.343s,PASSED
"click(findTestObject(""Object Repository/email already exist -signup/Page_theworklife - Find Great People To Work With/a_Join Now""))",Firefox 69.0,,,2019-12-04 01:29:10,2019-12-04 01:29:11,0.915s,PASSED
"click(findTestObject(""Object Repository/email already exist -signup/Page_theworklife - Find Great People To Work With/button_LinkedIn""))",Firefox 69.0,,,2019-12-04 01:29:11,2019-12-04 01:29:14,2.540s,PASSED
"setText(findTestObject(""Object Repository/email already exist -signup/Page_LinkedIn Login Sign in  LinkedIn/input_Welcome Back_session_key""), ""worklifetest10001@gmail.com"")",Firefox 69.0,,,2019-12-04 01:29:14,2019-12-04 01:29:16,2.065s,PASSED
"setEncryptedText(findTestObject(""Object Repository/email already exist -signup/Page_LinkedIn Login Sign in  LinkedIn/input_Welcome Back_session_password""), ""XU9cBalmEBp1UP+jEU2w4UUBUuNgBY4U"")",Firefox 69.0,,,2019-12-04 01:29:16,2019-12-04 01:29:16,0.566s,PASSED
"click(findTestObject(""Object Repository/email already exist -signup/Page_LinkedIn Login Sign in  LinkedIn/button_Sign in""))",Firefox 69.0,,,2019-12-04 01:29:16,2019-12-04 01:29:23,6.401s,PASSED
"verifyTextPresent(""You are already registered.Please try with login"", false)",Firefox 69.0,,,2019-12-04 01:29:23,2019-12-04 01:29:24,0.849s,FAILED
Start listener action : afterTestcase,Firefox 69.0,,,2019-12-04 01:29:24,2019-12-04 01:29:26,2.439s,PASSED
Video,Firefox 69.0,,,2019-12-04 01:29:29,2019-12-04 01:29:29,0.002s,PASSED
,,,,,,,
Test Cases/New regression cases/Email not exists,Firefox 69.0,,,2019-12-04 01:29:29,2019-12-04 01:29:59,30.432s,PASSED
Start listener action : beforeTestcase,Firefox 69.0,,,2019-12-04 01:29:29,2019-12-04 01:29:29,0.000s,PASSED
"openBrowser("""")",Firefox 69.0,,,2019-12-04 01:29:29,2019-12-04 01:29:36,6.737s,PASSED
"navigateToUrl(""https://qa.thework.life/"")",Firefox 69.0,,,2019-12-04 01:29:36,2019-12-04 01:29:44,8.213s,PASSED
"click(findTestObject(""Object Repository/Email not exits/Page_theworklife - Find Great People To Work With/a_Join Now""))",Firefox 69.0,,,2019-12-04 01:29:44,2019-12-04 01:29:45,0.940s,PASSED
"click(findTestObject(""Object Repository/Email not exits/Page_theworklife - Find Great People To Work With/button_LinkedIn""))",Firefox 69.0,,,2019-12-04 01:29:45,2019-12-04 01:29:48,2.475s,PASSED
"setText(findTestObject(""Object Repository/Email not exits/Page_LinkedIn Login Sign in  LinkedIn/input_Welcome Back_session_key""), ""anv@gg.com"")",Firefox 69.0,,,2019-12-04 01:29:48,2019-12-04 01:29:49,1.729s,PASSED
"setEncryptedText(findTestObject(""Object Repository/Email not exits/Page_LinkedIn Login Sign in  LinkedIn/input_Welcome Back_session_password""), ""K4zDD8mQMecHsKIJtkax7A=="")",Firefox 69.0,,,2019-12-04 01:29:49,2019-12-04 01:29:50,0.514s,PASSED
"click(findTestObject(""Object Repository/Email not exits/Page_LinkedIn Login Sign in  LinkedIn/button_Sign in""))",Firefox 69.0,,,2019-12-04 01:29:50,2019-12-04 01:29:52,2.437s,PASSED
"click(findTestObject(""Object Repository/Email not exits/Page_LinkedIn Login LinkedIn Sign in  LinkedIn/div_We dont recognize that emailDid you mean gecom""))",Firefox 69.0,,,2019-12-04 01:29:52,2019-12-04 01:29:54,1.436s,PASSED
"verifyTextPresent(""We don't recognize that email."", false)",Firefox 69.0,,,2019-12-04 01:29:54,2019-12-04 01:29:54,0.626s,PASSED
closeBrowser(),Firefox 69.0,,,2019-12-04 01:29:54,2019-12-04 01:29:57,2.344s,PASSED
Start listener action : afterTestcase,Firefox 69.0,,,2019-12-04 01:29:57,2019-12-04 01:29:57,0.013s,PASSED
Video,Firefox 69.0,,,2019-12-04 01:29:59,2019-12-04 01:29:59,0.002s,PASSED
,,,,,,,
Test Cases/New regression cases/Endorse skills unverified,Firefox 69.0,,,2019-12-04 01:29:59,2019-12-04 01:31:45,1m - 45.639s,FAILED
Start listener action : beforeTestcase,Firefox 69.0,,,2019-12-04 01:29:59,2019-12-04 01:29:59,0.001s,PASSED
"openBrowser("""")",Firefox 69.0,,,2019-12-04 01:30:00,2019-12-04 01:30:07,6.826s,PASSED
"navigateToUrl(""https://qa.thework.life/"")",Firefox 69.0,,,2019-12-04 01:30:07,2019-12-04 01:30:16,9.750s,PASSED
"setText(findTestObject(""Object Repository/Endorse skills/Page_theworklife - Find Great People To Work With/input_Forgot password_username""), ""newsuraj10001@gmail.com"")",Firefox 69.0,,,2019-12-04 01:30:16,2019-12-04 01:30:17,0.601s,PASSED
"setEncryptedText(findTestObject(""Object Repository/Endorse skills/Page_theworklife - Find Great People To Work With/input_Forgot password_password""), ""cvW8qx4B2o3F4VwP/kNsqA=="")",Firefox 69.0,,,2019-12-04 01:30:17,2019-12-04 01:30:17,0.584s,PASSED
"click(findTestObject(""Object Repository/Rate/Page_theworklife - Find Great People To Work With/button_Sign in""))",Firefox 69.0,,,2019-12-04 01:30:17,2019-12-04 01:30:23,5.737s,PASSED
"setText(findTestObject(""Object Repository/Endorse skills/Page_Home/input_View all_searchText""), ""vijay"")",Firefox 69.0,,,2019-12-04 01:30:23,2019-12-04 01:30:34,10.525s,PASSED
delay(3),Firefox 69.0,,,2019-12-04 01:30:34,2019-12-04 01:30:37,3.007s,PASSED
"click(findTestObject(""Object Repository/Endorse skills/Page_Search/div_Vijay Test""))",Firefox 69.0,,,2019-12-04 01:30:37,2019-12-04 01:30:43,5.880s,PASSED
"click(findTestObject(""Endorse skills/Page_Search/search vijay test""))",Firefox 69.0,,,2019-12-04 01:30:43,2019-12-04 01:30:48,5.465s,PASSED
delay(5),Firefox 69.0,,,2019-12-04 01:30:48,2019-12-04 01:30:53,5.009s,PASSED
"click(findTestObject(""Object Repository/Endorse skills/Page_View Profile/span_Endorse Skills""))",Firefox 69.0,,,2019-12-04 01:30:53,2019-12-04 01:31:40,46.458s,FAILED
Start listener action : afterTestcase,Firefox 69.0,,,2019-12-04 01:31:40,2019-12-04 01:31:42,1.941s,PASSED
Video,Firefox 69.0,,,2019-12-04 01:31:45,2019-12-04 01:31:45,0.002s,PASSED
,,,,,,,
Test Cases/New regression cases/Incorrect SMN,Firefox 69.0,,,2019-12-04 01:31:45,2019-12-04 01:32:25,40.312s,PASSED
Start listener action : beforeTestcase,Firefox 69.0,,,2019-12-04 01:31:45,2019-12-04 01:31:45,0.000s,PASSED
"openBrowser("""")",Firefox 69.0,,,2019-12-04 01:31:45,2019-12-04 01:31:51,6.146s,PASSED
"navigateToUrl(""https://qa.thework.life/"")",Firefox 69.0,,,2019-12-04 01:31:51,2019-12-04 01:32:12,20.824s,PASSED
"click(findTestObject(""Object Repository/wrong SMN linkedin/Page_theworklife - Find Great People To Work With/a_Join Now""))",Firefox 69.0,,,2019-12-04 01:32:12,2019-12-04 01:32:13,0.694s,PASSED
"click(findTestObject(""Object Repository/wrong SMN linkedin/Page_theworklife - Find Great People To Work With/button_LinkedIn""))",Firefox 69.0,,,2019-12-04 01:32:13,2019-12-04 01:32:17,3.548s,PASSED
"setText(findTestObject(""Object Repository/wrong SMN linkedin/Page_LinkedIn Login Sign in  LinkedIn/input_Welcome Back_session_key""), ""abch"")",Firefox 69.0,,,2019-12-04 01:32:17,2019-12-04 01:32:18,1.329s,PASSED
"setEncryptedText(findTestObject(""Object Repository/wrong SMN linkedin/Page_LinkedIn Login Sign in  LinkedIn/input_Welcome Back_session_password""), ""ZyfiVmRGqPA="")",Firefox 69.0,,,2019-12-04 01:32:18,2019-12-04 01:32:18,0.454s,PASSED
"click(findTestObject(""Object Repository/wrong SMN linkedin/Page_LinkedIn Login Sign in  LinkedIn/button_Sign in""))",Firefox 69.0,,,2019-12-04 01:32:18,2019-12-04 01:32:20,1.406s,PASSED
"verifyTextPresent(""Please enter a valid username"", false)",Firefox 69.0,,,2019-12-04 01:32:20,2019-12-04 01:32:20,0.665s,PASSED
closeBrowser(),Firefox 69.0,,,2019-12-04 01:32:20,2019-12-04 01:32:23,2.243s,PASSED
Start listener action : afterTestcase,Firefox 69.0,,,2019-12-04 01:32:23,2019-12-04 01:32:23,0.021s,PASSED
Video,Firefox 69.0,,,2019-12-04 01:32:25,2019-12-04 01:32:25,0.001s,PASSED
,,,,,,,
Test Cases/New regression cases/Invalid SMN FB,Firefox 69.0,,,2019-12-04 01:32:25,2019-12-04 01:33:19,54.184s,PASSED
Start listener action : beforeTestcase,Firefox 69.0,,,2019-12-04 01:32:25,2019-12-04 01:32:25,0.000s,PASSED
"openBrowser("""")",Firefox 69.0,,,2019-12-04 01:32:26,2019-12-04 01:32:32,6.687s,PASSED
"navigateToUrl(""https://qa.thework.life/"")",Firefox 69.0,,,2019-12-04 01:32:32,2019-12-04 01:32:42,10.045s,PASSED
"click(findTestObject(""Object Repository/Incorrect SMN FB/Page_theworklife - Find Great People To Work With/a_Join Now""))",Firefox 69.0,,,2019-12-04 01:32:42,2019-12-04 01:32:43,0.803s,PASSED
"click(findTestObject(""Object Repository/Incorrect SMN FB/Page_theworklife - Find Great People To Work With/button_Facebook""))",Firefox 69.0,,,2019-12-04 01:32:43,2019-12-04 01:32:44,1.223s,PASSED
"switchToWindowTitle(""Facebook"")",Firefox 69.0,,,2019-12-04 01:32:44,2019-12-04 01:32:45,0.412s,PASSED
"setText(findTestObject(""Object Repository/Incorrect SMN FB/Page_Facebook/input_Email address or phone number_email""), ""an@ksfks.com"")",Firefox 69.0,,,2019-12-04 01:32:45,2019-12-04 01:32:47,2.389s,PASSED
"setEncryptedText(findTestObject(""Object Repository/Incorrect SMN FB/Page_Facebook/input_Password_pass""), ""FIyHSpwHMz/RrAsWal25wQ=="")",Firefox 69.0,,,2019-12-04 01:32:47,2019-12-04 01:32:48,0.525s,PASSED
"click(findTestObject(""Object Repository/Incorrect SMN FB/Page_Facebook/input_Password_login""))",Firefox 69.0,,,2019-12-04 01:32:48,2019-12-04 01:32:54,5.900s,PASSED
"click(findTestObject(""Object Repository/Incorrect SMN FB/Page_Facebook/div_Incorrect email addressThe email address that youve entered doesnt match any account Sign up for an account""))",Firefox 69.0,,,2019-12-04 01:32:54,2019-12-04 01:33:14,19.888s,PASSED
"verifyTextPresent(""Incorrect email address"", false)",Firefox 69.0,,,2019-12-04 01:33:14,2019-12-04 01:33:14,0.420s,PASSED
closeBrowser(),Firefox 69.0,,,2019-12-04 01:33:14,2019-12-04 01:33:16,2.496s,PASSED
Start listener action : afterTestcase,Firefox 69.0,,,2019-12-04 01:33:16,2019-12-04 01:33:16,0.023s,PASSED
Video,Firefox 69.0,,,2019-12-04 01:33:19,2019-12-04 01:33:19,0.001s,PASSED
,,,,,,,
Test Cases/New regression cases/Message User verification,Firefox 69.0,,,2019-12-04 01:33:19,2019-12-04 01:34:24,1m - 5.078s,PASSED
Start listener action : beforeTestcase,Firefox 69.0,,,2019-12-04 01:33:19,2019-12-04 01:33:19,0.000s,PASSED
"openBrowser("""")",Firefox 69.0,,,2019-12-04 01:33:20,2019-12-04 01:33:26,6.609s,PASSED
"navigateToUrl(""https://qa.thework.life/"")",Firefox 69.0,,,2019-12-04 01:33:26,2019-12-04 01:33:35,8.959s,PASSED
"setText(findTestObject(""Object Repository/message user - verification/Page_theworklife - Find Great People To Work With/input_Forgot password_username""), ""worklifetest10001@gmail.com"")",Firefox 69.0,,,2019-12-04 01:33:35,2019-12-04 01:33:36,0.705s,PASSED
"setEncryptedText(findTestObject(""Object Repository/message user - verification/Page_theworklife - Find Great People To Work With/input_Password does not match_password""), ""XU9cBalmEBp1UP+jEU2w4UUBUuNgBY4U"")",Firefox 69.0,,,2019-12-04 01:33:36,2019-12-04 01:33:37,0.650s,PASSED
"click(findTestObject(""Object Repository/message user - verification/Page_theworklife - Find Great People To Work With/button_Sign in""))",Firefox 69.0,,,2019-12-04 01:33:37,2019-12-04 01:33:45,8.067s,PASSED
delay(4),Firefox 69.0,,,2019-12-04 01:33:45,2019-12-04 01:33:49,4.006s,PASSED
"click(findTestObject(""Object Repository/message user - verification/Page_Home/a_connections""))",Firefox 69.0,,,2019-12-04 01:33:49,2019-12-04 01:33:53,4.119s,PASSED
delay(3),Firefox 69.0,,,2019-12-04 01:33:53,2019-12-04 01:33:56,3.006s,PASSED
"click(findTestObject(""Object Repository/message user - verification/Page_Connections/button_Message""))",Firefox 69.0,,,2019-12-04 01:33:56,2019-12-04 01:33:57,0.813s,PASSED
delay(2),Firefox 69.0,,,2019-12-04 01:33:57,2019-12-04 01:33:59,2.014s,PASSED
"click(findTestObject(""message user - verification/Page_Message/mouse hover""))",Firefox 69.0,,,2019-12-04 01:33:59,2019-12-04 01:34:00,1.479s,PASSED
"click(findTestObject(""Object Repository/message user - verification/Page_Message/button_Delete chat""))",Firefox 69.0,,,2019-12-04 01:34:00,2019-12-04 01:34:01,0.730s,PASSED
delay(2),Firefox 69.0,,,2019-12-04 01:34:01,2019-12-04 01:34:03,2.010s,PASSED
"click(findTestObject(""message user - verification/Page_Message/mouse hover""))",Firefox 69.0,,,2019-12-04 01:34:03,2019-12-04 01:34:04,1.333s,PASSED
"click(findTestObject(""Object Repository/message user - verification/Page_Message/button_Block chat""))",Firefox 69.0,,,2019-12-04 01:34:04,2019-12-04 01:34:05,0.801s,PASSED
delay(2),Firefox 69.0,,,2019-12-04 01:34:05,2019-12-04 01:34:07,2.010s,PASSED
"verifyTextPresent(""blocked this chat"", true)",Firefox 69.0,,,2019-12-04 01:34:07,2019-12-04 01:34:09,1.736s,PASSED
"click(findTestObject(""Object Repository/message user - verification/Page_Message/button_Unblock""))",Firefox 69.0,,,2019-12-04 01:34:09,2019-12-04 01:34:10,0.959s,PASSED
delay(2),Firefox 69.0,,,2019-12-04 01:34:10,2019-12-04 01:34:12,2.010s,PASSED
"setText(findTestObject(""Object Repository/message user - verification/Page_Message/div_hi""), ""hi"")",Firefox 69.0,,,2019-12-04 01:34:12,2019-12-04 01:34:13,0.927s,PASSED
"click(findTestObject(""Object Repository/message user - verification/Page_Message/button_Send""))",Firefox 69.0,,,2019-12-04 01:34:13,2019-12-04 01:34:14,1.100s,PASSED
delay(2),Firefox 69.0,,,2019-12-04 01:34:14,2019-12-04 01:34:16,2.023s,PASSED
"click(findTestObject(""message user - verification/Page_Message/mouse hover""))",Firefox 69.0,,,2019-12-04 01:34:16,2019-12-04 01:34:17,1.297s,PASSED
"click(findTestObject(""Object Repository/message user - verification/Page_Message/button_Delete chat""))",Firefox 69.0,,,2019-12-04 01:34:17,2019-12-04 01:34:18,0.790s,PASSED
closeBrowser(),Firefox 69.0,,,2019-12-04 01:34:18,2019-12-04 01:34:22,3.589s,PASSED
Start listener action : afterTestcase,Firefox 69.0,,,2019-12-04 01:34:22,2019-12-04 01:34:22,0.013s,PASSED
Video,Firefox 69.0,,,2019-12-04 01:34:24,2019-12-04 01:34:24,0.002s,PASSED
,,,,,,,
Test Cases/New regression cases/Moderation of review,Firefox 69.0,,,2019-12-04 01:34:24,2019-12-04 01:35:11,46.196s,PASSED
Start listener action : beforeTestcase,Firefox 69.0,,,2019-12-04 01:34:24,2019-12-04 01:34:24,0.000s,PASSED
openBrowser(AppUrl),Firefox 69.0,,,2019-12-04 01:34:25,2019-12-04 01:34:44,18.953s,PASSED
navigateToUrl(AppUrl),Firefox 69.0,,,2019-12-04 01:34:44,2019-12-04 01:34:47,2.839s,PASSED
"setText(findTestObject(""Object Repository/moderate1/Page_theworklife - Find Great People To Work With/input_Forgot password_username""), ""twl.moderator2@thework.life"")",Firefox 69.0,,,2019-12-04 01:34:47,2019-12-04 01:34:48,0.680s,PASSED
"setEncryptedText(findTestObject(""Object Repository/moderate1/Page_theworklife - Find Great People To Work With/input_Forgot password_password""), ""8PaKxJY1Q9KyHtQHchZ+/brhRmpikEMj"")",Firefox 69.0,,,2019-12-04 01:34:48,2019-12-04 01:34:48,0.692s,PASSED
"click(findTestObject(""Object Repository/moderate1/Page_theworklife - Find Great People To Work With/button_Sign in""))",Firefox 69.0,,,2019-12-04 01:34:48,2019-12-04 01:34:55,6.786s,PASSED
"click(findTestObject(""Object Repository/moderate1/Page_Home/a_pending actions""))",Firefox 69.0,,,2019-12-04 01:34:55,2019-12-04 01:35:01,6.042s,PASSED
"click(findTestObject(""Object Repository/moderate1/Page_Pending Actions/button_Moderate""))",Firefox 69.0,,,2019-12-04 01:35:01,2019-12-04 01:35:02,0.888s,PASSED
"click(findTestObject(""Object Repository/moderate1/Page_Pending Actions/button_Keep It""))",Firefox 69.0,,,2019-12-04 01:35:02,2019-12-04 01:35:03,0.830s,PASSED
"setText(findTestObject(""Object Repository/moderate1/Page_Pending Actions/textarea_i donr fblkfllskhgkhsgkhgksg_txtRemark""), ""kgfjajkfsgjkflcbjksgfjsbvklbsjgjsbjbsjkgbvsjkbvjksbvjkbkjbvjksbvjkbsjkbvjskbvksbvksbvkbj"")",Firefox 69.0,,,2019-12-04 01:35:03,2019-12-04 01:35:04,0.873s,PASSED
"click(findTestObject(""Object Repository/moderate1/Page_Pending Actions/button_Keep It""))",Firefox 69.0,,,2019-12-04 01:35:04,2019-12-04 01:35:05,0.753s,PASSED
closeBrowser(),Firefox 69.0,,,2019-12-04 01:35:05,2019-12-04 01:35:08,3.381s,PASSED
Start listener action : afterTestcase,Firefox 69.0,,,2019-12-04 01:35:08,2019-12-04 01:35:08,0.011s,PASSED
Video,Firefox 69.0,,,2019-12-04 01:35:11,2019-12-04 01:35:11,0.002s,PASSED
,,,,,,,
Test Cases/New regression cases/Notifications,Firefox 69.0,,,2019-12-04 01:35:11,2019-12-04 01:36:34,1m - 23.794s,PASSED
Start listener action : beforeTestcase,Firefox 69.0,,,2019-12-04 01:35:11,2019-12-04 01:35:11,0.000s,PASSED
"openBrowser("""")",Firefox 69.0,,,2019-12-04 01:35:11,2019-12-04 01:35:21,9.434s,PASSED
"navigateToUrl(""https://qa.thework.life/"")",Firefox 69.0,,,2019-12-04 01:35:21,2019-12-04 01:35:29,8.012s,PASSED
"setText(findTestObject(""Object Repository/notifications/notification/Page_theworklife - Find Great People To Work With/input_Forgot password_username""), ""vijayvstest01@gmail.com"")",Firefox 69.0,,,2019-12-04 01:35:29,2019-12-04 01:35:30,0.938s,PASSED
"setEncryptedText(findTestObject(""Object Repository/notifications/notification/Page_theworklife - Find Great People To Work With/input_Forgot password_password""), ""cvW8qx4B2o3F4VwP/kNsqA=="")",Firefox 69.0,,,2019-12-04 01:35:30,2019-12-04 01:35:31,0.677s,PASSED
"click(findTestObject(""Object Repository/notifications/notification/Page_theworklife - Find Great People To Work With/button_Sign in""))",Firefox 69.0,,,2019-12-04 01:35:31,2019-12-04 01:35:37,5.959s,PASSED
delay(4),Firefox 69.0,,,2019-12-04 01:35:37,2019-12-04 01:35:41,4.007s,PASSED
"click(findTestObject(""notifications/Page_Home/i_No connection requests available_fa fa-bell""))",Firefox 69.0,,,2019-12-04 01:35:41,2019-12-04 01:35:41,0.823s,PASSED
"mouseOver(findTestObject(""notifications/notification/Page_Home/a_View all""))",Firefox 69.0,,,2019-12-04 01:35:41,2019-12-04 01:35:43,1.348s,PASSED
"click(findTestObject(""notifications/Page_Home/a_View all""))",Firefox 69.0,,,2019-12-04 01:35:43,2019-12-04 01:35:48,5.762s,PASSED
delay(10),Firefox 69.0,,,2019-12-04 01:35:48,2019-12-04 01:35:58,10.012s,PASSED
"click(findTestObject(""Object Repository/notifications/notification/Page_NotificationDetails/button_View more""))",Firefox 69.0,,,2019-12-04 01:35:58,2019-12-04 01:35:59,0.809s,PASSED
delay(10),Firefox 69.0,,,2019-12-04 01:35:59,2019-12-04 01:36:09,10.013s,PASSED
"verifyTextPresent(""You have earned a badge"", true)",Firefox 69.0,,,2019-12-04 01:36:09,2019-12-04 01:36:15,5.616s,PASSED
"verifyTextPresent(""You are now verified user"", true)",Firefox 69.0,,,2019-12-04 01:36:15,2019-12-04 01:36:20,5.293s,PASSED
"verifyTextPresent(""posted a review for"", true)",Firefox 69.0,,,2019-12-04 01:36:20,2019-12-04 01:36:26,5.636s,PASSED
"verifyTextPresent(""started following You"", true)",Firefox 69.0,,,2019-12-04 01:36:26,2019-12-04 01:36:30,4.139s,PASSED
closeBrowser(),Firefox 69.0,,,2019-12-04 01:36:30,2019-12-04 01:36:32,1.823s,PASSED
Start listener action : afterTestcase,Firefox 69.0,,,2019-12-04 01:36:32,2019-12-04 01:36:32,0.023s,PASSED
Video,Firefox 69.0,,,2019-12-04 01:36:34,2019-12-04 01:36:34,0.001s,PASSED
,,,,,,,
Test Cases/New regression cases/Review card verification,Firefox 69.0,,,2019-12-04 01:36:34,2019-12-04 01:37:27,52.911s,PASSED
Start listener action : beforeTestcase,Firefox 69.0,,,2019-12-04 01:36:34,2019-12-04 01:36:34,0.000s,PASSED
"openBrowser("""")",Firefox 69.0,,,2019-12-04 01:36:35,2019-12-04 01:36:42,7.207s,PASSED
"navigateToUrl(""https://qa.thework.life/"")",Firefox 69.0,,,2019-12-04 01:36:42,2019-12-04 01:36:50,7.743s,PASSED
"setText(findTestObject(""Object Repository/Review card/Page_theworklife - Find Great People To Work With/input_Forgot password_username (1)""), ""worklifetest10001@gmail.com"")",Firefox 69.0,,,2019-12-04 01:36:50,2019-12-04 01:36:51,0.740s,PASSED
"setEncryptedText(findTestObject(""Object Repository/Review card/Page_theworklife - Find Great People To Work With/input_Forgot password_password (1)""), ""XU9cBalmEBp1UP+jEU2w4UUBUuNgBY4U"")",Firefox 69.0,,,2019-12-04 01:36:51,2019-12-04 01:36:51,0.593s,PASSED
"click(findTestObject(""Object Repository/Review card/Page_theworklife - Find Great People To Work With/button_Sign in""))",Firefox 69.0,,,2019-12-04 01:36:51,2019-12-04 01:36:57,5.923s,PASSED
"click(findTestObject(""Object Repository/Review card/Page_Home/a_connections""))",Firefox 69.0,,,2019-12-04 01:36:57,2019-12-04 01:37:05,8.209s,PASSED
"click(findTestObject(""Object Repository/Review card/Page_Connections/div_Yamanappa Ogennavar""))",Firefox 69.0,,,2019-12-04 01:37:05,2019-12-04 01:37:11,5.976s,PASSED
"verifyTextPresent(""Anonymous"", true)",Firefox 69.0,,,2019-12-04 01:37:11,2019-12-04 01:37:13,1.924s,PASSED
"verifyTextPresent(""Worked together at"", true)",Firefox 69.0,,,2019-12-04 01:37:13,2019-12-04 01:37:15,1.721s,PASSED
"verifyTextPresent(""Read more"", true)",Firefox 69.0,,,2019-12-04 01:37:15,2019-12-04 01:37:18,2.895s,PASSED
"verifyTextPresent(""Share"", true)",Firefox 69.0,,,2019-12-04 01:37:18,2019-12-04 01:37:20,2.445s,PASSED
"verifyElementClickable(findTestObject(""Object Repository/Review card/Page_View Profile/i_Read more_fa fa-thumbs-o-up""))",Firefox 69.0,,,2019-12-04 01:37:20,2019-12-04 01:37:21,0.603s,PASSED
"verifyElementClickable(findTestObject(""Object Repository/Review card/Page_View Profile/i_Read more_fa fa-thumbs-o-down""))",Firefox 69.0,,,2019-12-04 01:37:21,2019-12-04 01:37:21,0.534s,PASSED
closeBrowser(),Firefox 69.0,,,2019-12-04 01:37:21,2019-12-04 01:37:24,2.627s,PASSED
Start listener action : afterTestcase,Firefox 69.0,,,2019-12-04 01:37:24,2019-12-04 01:37:24,0.019s,PASSED
Video,Firefox 69.0,,,2019-12-04 01:37:27,2019-12-04 01:37:27,0.004s,PASSED
,,,,,,,
Test Cases/New regression cases/Share profile verification and sending,Firefox 69.0,,,2019-12-04 01:37:27,2019-12-04 01:38:41,1m - 13.864s,PASSED
Start listener action : beforeTestcase,Firefox 69.0,,,2019-12-04 01:37:27,2019-12-04 01:37:27,0.000s,PASSED
"openBrowser("""")",Firefox 69.0,,,2019-12-04 01:37:28,2019-12-04 01:37:41,13.027s,PASSED
"navigateToUrl(""https://qa.thework.life/"")",Firefox 69.0,,,2019-12-04 01:37:41,2019-12-04 01:37:48,7.110s,PASSED
"setText(findTestObject(""Object Repository/share profile SMN email/Page_theworklife - Find Great People To Work With/input_Forgot password_username""), ""worklifetest10001@gmail.com"")",Firefox 69.0,,,2019-12-04 01:37:48,2019-12-04 01:37:49,0.679s,PASSED
"setEncryptedText(findTestObject(""Object Repository/Page_theworklife - Find Great People To Work With/input_Password does not match_password""), ""XU9cBalmEBp1UP+jEU2w4UUBUuNgBY4U"")",Firefox 69.0,,,2019-12-04 01:37:49,2019-12-04 01:37:50,0.549s,PASSED
"click(findTestObject(""Object Repository/share profile SMN email/Page_theworklife - Find Great People To Work With/button_Sign in""))",Firefox 69.0,,,2019-12-04 01:37:50,2019-12-04 01:37:57,7.013s,PASSED
delay(3),Firefox 69.0,,,2019-12-04 01:37:57,2019-12-04 01:38:00,3.005s,PASSED
"click(findTestObject(""Object Repository/Page_Home/click 3 dots to share""))",Firefox 69.0,,,2019-12-04 01:38:00,2019-12-04 01:38:00,0.575s,PASSED
"click(findTestObject(""Object Repository/Page_Home/li_Share Profile""))",Firefox 69.0,,,2019-12-04 01:38:00,2019-12-04 01:38:01,0.571s,PASSED
delay(3),Firefox 69.0,,,2019-12-04 01:38:01,2019-12-04 01:38:04,3.006s,PASSED
"click(findTestObject(""Object Repository/Page_Home/i__fa fa-facebook""))",Firefox 69.0,,,2019-12-04 01:38:04,2019-12-04 01:38:05,0.761s,PASSED
"click(findTestObject(""Object Repository/Page_Home/img""))",Firefox 69.0,,,2019-12-04 01:38:05,2019-12-04 01:38:05,0.570s,PASSED
"click(findTestObject(""Object Repository/Page_Home/li_Share Profile""))",Firefox 69.0,,,2019-12-04 01:38:05,2019-12-04 01:38:06,0.889s,PASSED
delay(3),Firefox 69.0,,,2019-12-04 01:38:06,2019-12-04 01:38:09,3.005s,PASSED
"click(findTestObject(""Object Repository/Page_Home/i__fa fa-linkedin""))",Firefox 69.0,,,2019-12-04 01:38:09,2019-12-04 01:38:10,0.782s,PASSED
"click(findTestObject(""Object Repository/Page_Home/img""))",Firefox 69.0,,,2019-12-04 01:38:10,2019-12-04 01:38:11,0.952s,PASSED
"click(findTestObject(""Object Repository/Page_Home/li_Share Profile""))",Firefox 69.0,,,2019-12-04 01:38:11,2019-12-04 01:38:12,0.989s,PASSED
delay(3),Firefox 69.0,,,2019-12-04 01:38:12,2019-12-04 01:38:15,3.006s,PASSED
"click(findTestObject(""Object Repository/Page_Home/i__fa fa-twitter""))",Firefox 69.0,,,2019-12-04 01:38:15,2019-12-04 01:38:16,0.981s,PASSED
